加工物料序号, 加工CNC序号, 开始时间, 结束时间, 耗时
25, 1, 17695,18718, 1023
16, 3, 17763,18081, 318
8, 4, 17795,18070, 275
17, 4, 18070,18431, 361
4, 3, 18081,18514, 433
6, 4, 18431,19122, 691
20, 3, 18514,20190, 1676
1, 1, 18718,18993, 275
7, 2, 18971,19835, 864
5, 1, 18993,20270, 1277
11, 4, 19122,20145, 1023
12, 2, 19835,20368, 533
16, 4, 20145,20463, 318
11, 3, 20190,21213, 1023
20, 2, 20368,22044, 1676
13, 4, 20463,22139, 1676
29, 3, 21213,21488, 275
7, 3, 21488,22352, 864
1, 2, 22044,22319, 275
20, 1, 22044,23720, 1676
18, 4, 22139,22572, 433
30, 2, 22319,22637, 318
1, 3, 22352,22627, 275
28, 4, 22572,24683, 2111
21, 3, 22627,24738, 2111
22, 2, 22637,23262, 625
11, 2, 23262,24285, 1023
22, 1, 23720,24345, 625
11, 1, 24345,25368, 1023
27, 4, 24683,25374, 691
14, 3, 24738,25602, 864
21, 2, 24738,26849, 2111
24, 4, 25374,25735, 361
12, 3, 25602,26135, 533
14, 4, 25735,26599, 864
28, 3, 26135,28246, 2111
4, 4, 26599,27032, 433
21, 1, 26849,28960, 2111
14, 4, 27032,29143, 2111
23, 3, 28246,28564, 318
28, 2, 28246,30357, 2111
13, 3, 28564,30240, 1676
16, 4, 29143,29876, 733
29, 4, 29876,30151, 275
26, 4, 30151,30684, 533
16, 3, 30240,30973, 733
13, 2, 30357,32033, 1676
28, 1, 30357,32468, 2111
27, 4, 30684,32360, 1676
14, 3, 30973,33084, 2111
16, 2, 32033,32766, 733
10, 4, 32360,33202, 842
13, 1, 32468,34144, 1676
14, 2, 33084,35195, 2111
27, 3, 33084,34760, 1676
17, 4, 33202,34044, 842
4, 4, 34044,35067, 1023
16, 1, 34144,34877, 733
10, 3, 34760,35602, 842
24, 4, 35067,35909, 842
14, 1, 35195,37306, 2111
27, 2, 35195,36871, 1676
4, 3, 35602,36625, 1023
6, 4, 35909,37585, 1676
24, 3, 36625,37467, 842
4, 2, 36871,37894, 1023
27, 1, 37306,38982, 1676
30, 3, 37467,37785, 318
8, 4, 37585,38210, 625
6, 3, 37785,39461, 1676
24, 2, 37894,38736, 842
18, 4, 38210,39233, 1023
10, 2, 38736,39578, 842
24, 1, 38982,39824, 842
1, 4, 39233,39508, 275
17, 3, 39461,40303, 842
29, 4, 39508,40133, 625
6, 2, 39578,41254, 1676
10, 1, 39824,40666, 842
26, 4, 40133,41410, 1277
18, 3, 40303,41326, 1023
4, 1, 40666,41689, 1023
17, 2, 41254,42096, 842
8, 3, 41326,41951, 625
12, 4, 41410,41943, 533
6, 1, 41689,43365, 1676
1, 4, 41943,42568, 625
26, 3, 41951,43228, 1277
18, 2, 42096,43119, 1023
23, 4, 42568,42886, 318
12, 4, 42886,44163, 1277
8, 2, 43119,43744, 625
1, 3, 43228,43853, 625
18, 1, 43365,44388, 1023
26, 2, 43744,45021, 1277
29, 3, 43853,44478, 625
7, 4, 44163,45027, 864
17, 1, 44388,45230, 842
12, 3, 44478,45755, 1277
29, 2, 45021,45646, 625
7, 4, 45027,47138, 2111
8, 1, 45230,45855, 625
1, 2, 45646,46271, 625
26, 1, 45855,47132, 1277
12, 2, 46271,47548, 1277
29, 1, 47132,47757, 625
7, 3, 47138,49249, 2111
30, 4, 47138,47456, 318
2, 4, 47456,47774, 318
12, 1, 47757,49034, 1277
30, 4, 47774,48507, 733
23, 4, 48507,49240, 733
1, 1, 49034,49659, 625
2, 4, 49240,49973, 733
7, 2, 49249,51360, 2111
30, 3, 49249,49982, 733
23, 3, 49982,50715, 733
2, 3, 50715,51448, 733
7, 1, 51360,53471, 2111
30, 2, 51360,52093, 733
2, 2, 52093,52826, 733
23, 2, 52826,53559, 733
2, 1, 53471,54204, 733
23, 1, 54204,54937, 733
30, 1, 54937,55670, 733
