加工物料序号, 加工CNC序号, 开始时间, 结束时间, 耗时
29, 4, 23632,24223, 591
1, 3, 23914,24215, 301
24, 3, 24215,24625, 410
21, 4, 24223,25267, 1044
3, 2, 24542,24952, 410
20, 3, 24625,25451, 826
11, 1, 24694,25684, 990
30, 2, 24952,25307, 355
8, 4, 25267,25858, 591
18, 2, 25307,25807, 500
3, 3, 25451,25861, 410
5, 2, 25807,27050, 1243
14, 4, 25858,26902, 1044
23, 3, 25861,26561, 700
7, 3, 26561,28638, 2077
24, 4, 26902,27312, 410
5, 1, 27050,28293, 1243
22, 2, 27050,27351, 301
24, 4, 27312,28120, 808
23, 2, 27351,28051, 700
9, 4, 28120,28820, 700
23, 1, 28293,28993, 700
7, 2, 28638,30715, 2077
25, 3, 28638,29138, 500
6, 4, 28820,29646, 826
8, 3, 29138,29729, 591
2, 4, 29646,30346, 700
12, 3, 29729,30972, 1243
16, 4, 30346,31046, 700
7, 1, 30715,32792, 2077
8, 2, 30715,31306, 591
24, 3, 30972,31780, 808
1, 4, 31046,31347, 301
12, 2, 31306,32549, 1243
21, 4, 31347,33424, 2077
26, 3, 31780,32407, 627
30, 3, 32407,32762, 355
24, 2, 32549,33357, 808
22, 3, 32762,33063, 301
12, 1, 32792,34035, 1243
9, 3, 33063,33763, 700
22, 4, 33424,33725, 301
26, 4, 33725,34352, 627
2, 3, 33763,34463, 700
9, 2, 33763,34463, 700
8, 1, 34035,34626, 591
10, 4, 34352,34762, 410
2, 2, 34463,35163, 700
18, 3, 34463,34963, 500
9, 1, 34626,35326, 700
6, 4, 34762,36404, 1642
29, 3, 34963,35554, 591
2, 1, 35326,36026, 700
16, 3, 35554,36254, 700
29, 2, 35554,36145, 591
24, 1, 36026,36834, 808
16, 2, 36254,36954, 700
21, 3, 36254,38331, 2077
25, 4, 36404,36904, 500
29, 1, 36834,37425, 591
14, 4, 36904,38981, 2077
16, 1, 37425,38125, 700
6, 3, 38331,39973, 1642
21, 2, 38331,40408, 2077
22, 4, 38981,39572, 591
18, 4, 39572,40072, 500
22, 3, 39973,40564, 591
1, 4, 40072,40663, 591
6, 2, 40408,42050, 1642
21, 1, 40408,42485, 2077
14, 3, 40564,42641, 2077
25, 4, 40663,41653, 990
30, 4, 41653,42008, 355
18, 4, 42008,42998, 990
22, 2, 42050,42641, 591
6, 1, 42485,44127, 1642
1, 3, 42641,43232, 591
14, 2, 42641,44718, 2077
3, 4, 42998,43408, 410
18, 3, 43232,44222, 990
20, 4, 43408,44234, 826
22, 1, 44127,44718, 591
25, 3, 44222,45212, 990
30, 4, 44234,44934, 700
14, 1, 44718,46795, 2077
18, 2, 44718,45708, 990
10, 4, 44934,45742, 808
30, 3, 45212,45912, 700
1, 2, 45708,46299, 591
26, 4, 45742,46985, 1243
10, 3, 45912,46720, 808
25, 2, 46299,47289, 990
18, 1, 46795,47785, 990
3, 4, 46985,47793, 808
26, 3, 46985,48228, 1243
30, 2, 47289,47989, 700
25, 1, 47785,48775, 990
13, 4, 47793,48619, 826
10, 2, 47989,48797, 808
3, 3, 48228,49036, 808
20, 4, 48619,50261, 1642
30, 1, 48775,49475, 700
26, 2, 48797,50040, 1243
1, 1, 49475,50066, 591
3, 2, 50040,50848, 808
10, 1, 50066,50874, 808
13, 4, 50261,51903, 1642
20, 3, 50261,51903, 1642
3, 1, 50874,51682, 808
26, 1, 51682,52925, 1243
13, 3, 51903,53545, 1642
20, 2, 51903,53545, 1642
13, 2, 53545,55187, 1642
20, 1, 53545,55187, 1642
13, 1, 55187,56829, 1642
