加工物料序号, 加工CNC序号, 开始时间, 结束时间, 耗时
16, 2, 32712,33412, 700
20, 1, 32712,34354, 1642
22, 3, 32771,33362, 591
6, 4, 32862,34504, 1642
25, 3, 33362,33862, 500
9, 2, 33412,34112, 700
22, 2, 34112,34703, 591
9, 1, 34354,35054, 700
6, 3, 34504,36146, 1642
13, 4, 34504,36146, 1642
16, 1, 35054,35754, 700
22, 1, 35754,36345, 591
6, 2, 36146,37788, 1642
13, 3, 36146,37788, 1642
15, 4, 36146,36447, 301
1, 4, 36447,37038, 591
18, 4, 37038,38028, 990
1, 3, 37788,38379, 591
6, 1, 37788,39430, 1642
13, 2, 37788,39430, 1642
7, 4, 38028,40105, 2077
18, 3, 38379,39369, 990
1, 2, 39430,40021, 591
13, 1, 39430,41072, 1642
18, 2, 40021,41011, 990
7, 3, 40105,42182, 2077
15, 4, 40105,40696, 591
25, 4, 40696,41196, 500
1, 1, 41072,41663, 591
25, 4, 41196,42186, 990
18, 1, 41663,42653, 990
7, 2, 42182,44259, 2077
15, 3, 42182,42773, 591
25, 3, 42773,43763, 990
7, 1, 44259,46336, 2077
25, 2, 44259,45249, 990
15, 2, 45249,45840, 591
25, 1, 46336,47326, 990
15, 1, 47326,47917, 591
