加工物料序号, 加工CNC序号, 开始时间, 结束时间, 耗时
25, 1, 4767,5086, 319
2, 15, 4793,5030, 237
12, 2, 4793,5183, 390
8, 6, 4846,5053, 207
27, 7, 4846,5348, 502
6, 3, 4914,5416, 502
18, 12, 5024,5343, 319
23, 15, 5030,5267, 237
14, 5, 5035,5658, 623
20, 4, 5035,5537, 502
2, 16, 5047,5284, 237
21, 1, 5086,5709, 623
15, 2, 5183,5390, 207
24, 15, 5267,5758, 491
10, 16, 5284,5775, 491
18, 13, 5343,5662, 319
8, 7, 5348,5555, 207
27, 8, 5348,5850, 502
25, 2, 5390,5709, 319
12, 3, 5416,5806, 390
6, 4, 5537,6039, 502
14, 6, 5658,6281, 623
20, 5, 5658,6160, 502
18, 14, 5662,5981, 319
11, 1, 5709,6028, 319
21, 2, 5709,6332, 623
10, 15, 5775,6266, 491
30, 16, 5775,6012, 237
15, 3, 5806,6013, 207
8, 8, 5850,6057, 207
27, 9, 5850,6352, 502
24, 14, 5981,6472, 491
2, 16, 6012,6442, 430
25, 3, 6013,6332, 319
7, 1, 6028,6651, 623
12, 4, 6039,6429, 390
6, 5, 6160,6662, 502
18, 15, 6266,6585, 319
14, 7, 6281,6904, 623
20, 6, 6281,6783, 502
11, 2, 6332,6651, 319
21, 3, 6332,6955, 623
8, 9, 6352,6559, 207
27, 10, 6352,6854, 502
15, 4, 6429,6636, 207
30, 16, 6442,6872, 430
10, 14, 6472,6963, 491
24, 13, 6472,6963, 491
2, 15, 6585,7015, 430
25, 4, 6636,6955, 319
7, 2, 6651,7274, 623
16, 1, 6651,6888, 237
12, 5, 6662,7052, 390
6, 6, 6783,7285, 502
8, 10, 6854,7061, 207
27, 11, 6854,7356, 502
3, 16, 6872,7140, 268
5, 1, 6888,7278, 390
14, 8, 6904,7527, 623
20, 7, 6904,7406, 502
11, 3, 6955,7274, 319
21, 4, 6955,7578, 623
10, 13, 6963,7454, 491
24, 12, 6963,7454, 491
2, 14, 7015,7445, 430
30, 15, 7015,7445, 430
15, 5, 7052,7259, 207
23, 16, 7140,7377, 237
25, 5, 7259,7578, 319
7, 3, 7274,7897, 623
16, 2, 7274,7511, 237
28, 1, 7278,7901, 623
15, 6, 7285,7492, 207
8, 11, 7356,7563, 207
23, 16, 7377,7807, 430
6, 7, 7406,7908, 502
30, 14, 7445,7875, 430
2, 13, 7454,7884, 430
27, 12, 7454,7956, 502
12, 6, 7492,7882, 390
5, 2, 7511,7901, 390
14, 9, 7527,8150, 623
20, 8, 7527,8029, 502
24, 11, 7563,8054, 491
11, 4, 7578,7897, 319
21, 5, 7578,8201, 623
3, 16, 7807,8298, 491
23, 15, 7807,8237, 430
25, 6, 7882,8201, 319
30, 13, 7884,8314, 430
7, 4, 7897,8520, 623
16, 3, 7897,8134, 237
1, 1, 7901,8108, 207
28, 2, 7901,8524, 623
15, 7, 7908,8115, 207
2, 12, 7956,8386, 430
6, 8, 8029,8531, 502
24, 10, 8054,8545, 491
9, 1, 8108,8345, 237
12, 7, 8115,8505, 390
5, 3, 8134,8524, 390
20, 9, 8150,8652, 502
11, 5, 8201,8520, 319
21, 6, 8201,8824, 623
23, 14, 8237,8667, 430
3, 15, 8298,8789, 491
18, 16, 8298,8617, 319
27, 13, 8314,8816, 502
13, 1, 8345,8847, 502
2, 11, 8386,8816, 430
8, 12, 8386,8593, 207
25, 7, 8505,8824, 319
7, 5, 8520,9143, 623
16, 4, 8520,8757, 237
9, 2, 8524,8761, 237
28, 3, 8524,9147, 623
12, 8, 8531,8921, 390
14, 10, 8545,9168, 623
10, 12, 8593,9084, 491
18, 16, 8617,9210, 593
24, 9, 8652,9143, 491
5, 4, 8757,9147, 390
1, 2, 8761,8968, 207
3, 14, 8789,9280, 491
8, 13, 8816,9023, 207
11, 6, 8824,9143, 319
21, 7, 8824,9447, 623
4, 1, 8847,9166, 319
15, 8, 8921,9128, 207
13, 2, 8968,9470, 502
23, 13, 9023,9453, 430
10, 11, 9084,9575, 491
30, 12, 9084,9514, 430
25, 8, 9128,9447, 319
7, 6, 9143,9766, 623
15, 9, 9143,9350, 207
16, 5, 9143,9380, 237
9, 3, 9147,9384, 237
28, 4, 9147,9770, 623
26, 1, 9166,9556, 390
2, 10, 9168,9598, 430
18, 15, 9210,9803, 593
27, 14, 9280,9782, 502
12, 9, 9350,9740, 390
5, 5, 9380,9770, 390
1, 3, 9384,9591, 207
11, 7, 9447,9766, 319
21, 8, 9447,10070, 623
3, 13, 9453,9944, 491
4, 2, 9470,9789, 319
23, 12, 9514,9944, 430
22, 1, 9556,9763, 207
30, 11, 9575,10005, 430
13, 3, 9591,10093, 502
20, 10, 9598,10100, 502
2, 9, 9740,10170, 430
29, 1, 9763,9970, 207
7, 7, 9766,10389, 623
16, 6, 9766,10003, 237
9, 4, 9770,10007, 237
28, 5, 9770,10393, 623
8, 14, 9782,9989, 207
26, 2, 9789,10179, 390
27, 15, 9803,10305, 502
3, 12, 9944,10435, 491
19, 1, 9970,10360, 390
18, 14, 9989,10582, 593
5, 6, 10003,10393, 390
14, 11, 10005,10628, 623
1, 4, 10007,10214, 207
11, 8, 10070,10389, 319
4, 3, 10093,10412, 319
10, 10, 10100,10591, 491
21, 9, 10170,10793, 623
29, 2, 10179,10386, 207
13, 4, 10214,10716, 502
8, 15, 10305,10512, 207
27, 16, 10305,10807, 502
17, 1, 10360,10628, 268
22, 2, 10386,10593, 207
16, 7, 10389,10626, 237
24, 8, 10389,10880, 491
9, 5, 10393,10630, 237
28, 6, 10393,11016, 623
29, 3, 10412,10619, 207
18, 13, 10582,11175, 593
30, 10, 10591,11021, 430
19, 2, 10593,10983, 390
26, 3, 10619,11009, 390
5, 7, 10626,11016, 390
14, 12, 10628,11251, 623
20, 11, 10628,11130, 502
1, 5, 10630,10837, 207
29, 4, 10716,10923, 207
25, 9, 10793,11112, 319
8, 16, 10807,11014, 207
13, 5, 10837,11339, 502
2, 8, 10880,11310, 430
4, 4, 10923,11242, 319
17, 2, 10983,11251, 268
22, 3, 11009,11216, 207
27, 16, 11014,11973, 959
9, 6, 11016,11253, 237
24, 7, 11016,11507, 491
12, 10, 11021,11411, 390
11, 9, 11112,11431, 319
23, 11, 11130,11560, 430
19, 3, 11216,11606, 390
22, 4, 11242,11449, 207
14, 13, 11251,11874, 623
20, 12, 11251,11753, 502
1, 6, 11253,11460, 207
5, 8, 11310,11700, 390
4, 5, 11339,11658, 319
15, 10, 11411,11618, 207
10, 9, 11431,11922, 491
26, 4, 11449,11839, 390
13, 6, 11460,11962, 502
28, 7, 11507,12130, 623
12, 11, 11560,11950, 390
17, 3, 11606,11874, 268
11, 10, 11618,11937, 319
22, 5, 11658,11865, 207
16, 8, 11700,11937, 237
18, 12, 11753,12346, 593
19, 4, 11839,12229, 390
29, 5, 11865,12072, 207
14, 14, 11874,12497, 623
20, 13, 11874,12376, 502
5, 9, 11922,12312, 390
7, 8, 11937,12560, 623
23, 10, 11937,12367, 430
15, 11, 11950,12157, 207
24, 6, 11962,12453, 491
8, 16, 11973,12343, 370
27, 15, 11973,12932, 959
26, 5, 12072,12462, 390
13, 7, 12130,12632, 502
11, 11, 12157,12476, 319
17, 4, 12229,12497, 268
30, 9, 12312,12742, 430
15, 12, 12346,12553, 207
25, 10, 12367,12686, 319
29, 6, 12453,12660, 207
24, 5, 12462,12953, 491
3, 11, 12476,12967, 491
20, 14, 12497,12999, 502
11, 12, 12553,12872, 319
15, 13, 12553,12760, 207
10, 8, 12560,13051, 491
9, 7, 12632,12869, 237
26, 6, 12660,13050, 390
21, 10, 12686,13309, 623
6, 9, 12742,13244, 502
1, 7, 12869,13076, 207
11, 13, 12872,13191, 319
12, 12, 12872,13262, 390
14, 15, 12932,13555, 623
19, 5, 12953,13343, 390
24, 4, 12953,13444, 491
18, 11, 12967,13560, 593
27, 14, 12999,13958, 959
22, 6, 13050,13257, 207
13, 8, 13051,13553, 502
26, 7, 13076,13466, 390
7, 9, 13244,13867, 623
4, 6, 13257,13576, 319
12, 13, 13262,13652, 390
5, 10, 13309,13699, 390
17, 5, 13343,13611, 268
24, 3, 13444,13935, 491
29, 7, 13466,13673, 207
9, 8, 13553,13790, 237
14, 16, 13555,14178, 623
20, 15, 13555,14057, 502
25, 11, 13560,13879, 319
19, 6, 13576,13966, 390
22, 7, 13673,13880, 207
6, 10, 13699,14201, 502
1, 8, 13790,13997, 207
13, 9, 13867,14369, 502
21, 11, 13879,14502, 623
25, 12, 13879,14198, 319
4, 7, 13880,14199, 319
24, 2, 13935,14426, 491
15, 14, 13958,14165, 207
27, 13, 13958,14917, 959
17, 6, 13966,14234, 268
22, 8, 13997,14204, 207
8, 15, 14057,14427, 370
12, 14, 14165,14555, 390
14, 16, 14178,15380, 1202
19, 7, 14199,14589, 390
3, 10, 14201,14692, 491
26, 8, 14204,14594, 390
16, 9, 14369,14606, 237
24, 1, 14426,14917, 491
15, 15, 14427,14634, 207
6, 11, 14502,15004, 502
21, 12, 14502,15125, 623
11, 14, 14555,14874, 319
17, 7, 14589,14857, 268
4, 8, 14594,14913, 319
1, 9, 14606,14813, 207
12, 15, 14634,15024, 390
18, 10, 14692,15285, 593
23, 9, 14813,15243, 430
2, 7, 14857,15287, 430
8, 14, 14874,15244, 370
17, 8, 14913,15181, 268
25, 13, 14917,15236, 319
5, 11, 15004,15394, 390
11, 15, 15024,15343, 319
27, 12, 15125,16084, 959
29, 8, 15181,15388, 207
21, 13, 15236,15859, 623
22, 9, 15243,15450, 207
25, 14, 15244,15563, 319
1, 10, 15285,15492, 207
2, 6, 15287,15717, 430
10, 7, 15287,15778, 491
14, 15, 15380,16582, 1202
15, 16, 15380,15587, 207
30, 8, 15388,15818, 430
17, 9, 15450,15718, 268
1, 11, 15492,15699, 207
16, 10, 15492,15729, 237
20, 16, 15587,16089, 502
2, 5, 15717,16147, 430
4, 9, 15718,16037, 319
16, 11, 15729,15966, 237
22, 10, 15729,15936, 207
10, 6, 15778,16269, 491
19, 8, 15818,16208, 390
30, 7, 15818,16248, 430
8, 13, 15859,16229, 370
21, 14, 15859,16482, 623
17, 10, 15936,16204, 268
22, 11, 15966,16173, 207
18, 9, 16037,16630, 593
5, 12, 16084,16474, 390
11, 16, 16089,16408, 319
2, 4, 16147,16577, 430
27, 11, 16173,17132, 959
13, 10, 16204,16706, 502
28, 8, 16208,16831, 623
10, 5, 16269,16760, 491
30, 6, 16269,16699, 430
12, 16, 16408,16798, 390
5, 13, 16474,16864, 390
6, 12, 16474,16976, 502
2, 3, 16577,17007, 430
14, 14, 16582,17784, 1202
25, 15, 16582,16901, 319
29, 9, 16630,16837, 207
7, 10, 16706,17329, 623
10, 4, 16760,17251, 491
30, 5, 16760,17190, 430
12, 16, 16798,17533, 735
23, 8, 16831,17261, 430
28, 9, 16837,17460, 623
21, 15, 16901,17524, 623
6, 13, 16976,17478, 502
22, 12, 16976,17183, 207
2, 2, 17007,17437, 430
13, 11, 17132,17634, 502
16, 12, 17183,17420, 237
10, 3, 17251,17742, 491
30, 4, 17251,17681, 430
18, 8, 17261,17854, 593
23, 7, 17261,17691, 430
29, 10, 17329,17536, 207
8, 12, 17420,17790, 370
2, 1, 17437,17867, 430
26, 9, 17460,17850, 390
16, 13, 17478,17715, 237
12, 15, 17533,18268, 735
21, 16, 17533,18156, 623
28, 10, 17536,18159, 623
7, 11, 17634,18257, 623
23, 6, 17691,18121, 430
22, 13, 17715,17922, 207
10, 2, 17742,18233, 491
30, 3, 17742,18172, 430
6, 14, 17784,18286, 502
13, 12, 17790,18292, 502
3, 9, 17850,18341, 491
18, 7, 17854,18447, 593
14, 13, 17922,19124, 1202
23, 5, 18121,18551, 430
21, 16, 18156,19358, 1202
26, 10, 18159,18549, 390
10, 1, 18233,18724, 491
30, 2, 18233,18663, 430
29, 11, 18257,18464, 207
6, 15, 18286,18788, 502
16, 14, 18286,18523, 237
1, 12, 18292,18499, 207
3, 8, 18341,18832, 491
9, 9, 18341,18578, 237
18, 6, 18447,19040, 593
17, 11, 18464,18732, 268
29, 12, 18499,18706, 207
22, 14, 18523,18730, 207
27, 10, 18549,19508, 959
23, 4, 18551,18981, 430
19, 9, 18578,18968, 390
7, 12, 18706,19329, 623
30, 1, 18724,19154, 430
12, 14, 18730,19465, 735
28, 11, 18732,19355, 623
22, 15, 18788,18995, 207
3, 7, 18832,19323, 491
23, 3, 18981,19411, 430
16, 15, 18995,19232, 237
18, 5, 19040,19633, 593
13, 13, 19124,19626, 502
3, 6, 19323,19814, 491
14, 12, 19329,20531, 1202
26, 11, 19355,19745, 390
16, 16, 19358,19595, 237
21, 15, 19358,20560, 1202
23, 2, 19411,19841, 430
5, 14, 19465,19855, 390
9, 10, 19508,19745, 237
27, 9, 19508,20467, 959
16, 16, 19595,20025, 430
7, 13, 19626,20249, 623
18, 4, 19633,20226, 593
9, 11, 19745,19982, 237
19, 10, 19745,20135, 390
3, 5, 19814,20305, 491
23, 1, 19841,20271, 430
13, 14, 19855,20357, 502
8, 11, 19982,20352, 370
11, 16, 20025,20618, 593
4, 10, 20135,20454, 319
18, 3, 20226,20819, 593
1, 13, 20249,20456, 207
3, 4, 20305,20796, 491
19, 11, 20352,20742, 390
7, 14, 20357,20980, 623
8, 10, 20454,20824, 370
29, 13, 20456,20663, 207
27, 8, 20467,21426, 959
9, 12, 20531,20768, 237
16, 15, 20560,20990, 430
25, 16, 20618,20937, 319
12, 13, 20663,21398, 735
4, 11, 20742,21061, 319
19, 12, 20768,21158, 390
3, 3, 20819,21310, 491
18, 2, 20819,21412, 593
8, 9, 20824,21194, 370
6, 16, 20937,21439, 502
1, 14, 20980,21187, 207
13, 15, 20990,21492, 502
14, 11, 21061,22263, 1202
4, 12, 21158,21477, 319
21, 14, 21187,22389, 1202
19, 13, 21398,21788, 390
3, 2, 21412,21903, 491
18, 1, 21412,22005, 593
8, 8, 21426,21796, 370
27, 7, 21426,22385, 959
20, 16, 21439,22398, 959
17, 12, 21477,21745, 268
7, 15, 21492,22115, 623
28, 12, 21745,22368, 623
17, 13, 21788,22056, 268
3, 1, 22005,22496, 491
4, 13, 22056,22375, 319
11, 15, 22115,22708, 593
14, 10, 22263,23465, 1202
12, 12, 22368,23103, 735
28, 13, 22375,22998, 623
8, 7, 22385,22755, 370
27, 6, 22385,23344, 959
17, 14, 22389,22657, 268
25, 16, 22398,22991, 593
29, 14, 22657,22864, 207
17, 15, 22708,22976, 268
19, 14, 22864,23254, 390
29, 15, 22976,23183, 207
15, 16, 22991,23361, 370
9, 13, 22998,23235, 237
12, 11, 23103,23838, 735
26, 12, 23103,23493, 390
1, 15, 23183,23390, 207
21, 13, 23235,24437, 1202
9, 14, 23254,23491, 237
8, 6, 23344,23714, 370
27, 5, 23344,24303, 959
7, 16, 23361,23984, 623
19, 15, 23390,23780, 390
14, 9, 23465,24667, 1202
16, 14, 23491,23921, 430
5, 15, 23780,24170, 390
12, 10, 23838,24573, 735
11, 14, 23921,24514, 593
19, 16, 23984,24374, 390
9, 15, 24170,24407, 237
8, 5, 24303,24673, 370
27, 4, 24303,25262, 959
29, 16, 24374,24581, 207
20, 15, 24407,25366, 959
16, 13, 24437,24867, 430
21, 12, 24437,25639, 1202
4, 14, 24514,24833, 319
13, 16, 24581,25083, 502
12, 9, 24667,25402, 735
14, 8, 24667,25869, 1202
28, 14, 24833,25456, 623
26, 13, 24867,25257, 390
13, 16, 25083,26042, 959
11, 13, 25257,25850, 593
8, 4, 25262,25632, 370
27, 3, 25262,26221, 959
25, 15, 25366,25959, 593
20, 14, 25456,26415, 959
16, 12, 25639,26069, 430
21, 11, 25639,26841, 1202
12, 8, 25869,26604, 735
14, 7, 25869,27071, 1202
15, 15, 25959,26329, 370
9, 16, 26042,26279, 237
11, 12, 26069,26662, 593
8, 3, 26221,26591, 370
27, 2, 26221,27180, 959
6, 16, 26279,27238, 959
4, 15, 26329,26648, 319
20, 13, 26415,27374, 959
25, 14, 26415,27008, 593
28, 15, 26648,27271, 623
11, 11, 26841,27434, 593
21, 10, 26841,28043, 1202
15, 14, 27008,27378, 370
12, 7, 27071,27806, 735
14, 6, 27071,28273, 1202
8, 2, 27180,27550, 370
27, 1, 27180,28139, 959
7, 16, 27238,28440, 1202
13, 15, 27271,28230, 959
20, 12, 27374,28333, 959
25, 13, 27374,27967, 593
26, 14, 27378,27768, 390
16, 11, 27434,27864, 430
15, 13, 27967,28337, 370
11, 10, 28043,28636, 593
21, 9, 28043,29245, 1202
8, 1, 28139,28509, 370
6, 15, 28230,29189, 959
13, 14, 28230,29189, 959
12, 6, 28273,29008, 735
14, 5, 28273,29475, 1202
20, 11, 28333,29292, 959
25, 12, 28333,28926, 593
22, 16, 28440,28647, 207
16, 10, 28636,29066, 430
19, 16, 28647,29382, 735
15, 12, 28926,29296, 370
6, 14, 29189,30148, 959
13, 13, 29189,30148, 959
26, 15, 29189,29579, 390
11, 9, 29245,29838, 593
21, 8, 29245,30447, 1202
20, 10, 29292,30251, 959
25, 11, 29292,29885, 593
28, 16, 29382,30005, 623
12, 5, 29475,30210, 735
14, 4, 29475,30677, 1202
7, 15, 29579,30781, 1202
16, 9, 29838,30268, 430
15, 11, 29885,30255, 370
29, 16, 30005,30375, 370
6, 13, 30148,31107, 959
13, 12, 30148,31107, 959
25, 10, 30251,30844, 593
20, 9, 30268,31227, 959
17, 16, 30375,30643, 268
11, 8, 30447,31040, 593
21, 7, 30447,31649, 1202
28, 16, 30643,31845, 1202
12, 4, 30677,31412, 735
14, 3, 30677,31879, 1202
7, 14, 30781,31983, 1202
29, 15, 30781,31151, 370
15, 10, 30844,31214, 370
16, 8, 31040,31470, 430
6, 12, 31107,32066, 959
13, 11, 31107,32066, 959
19, 15, 31151,31886, 735
25, 9, 31227,31820, 593
20, 8, 31470,32429, 959
16, 7, 31649,32079, 430
21, 6, 31649,32851, 1202
15, 9, 31820,32190, 370
17, 16, 31845,32336, 491
12, 3, 31879,32614, 735
14, 2, 31879,33081, 1202
28, 15, 31886,33088, 1202
7, 13, 31983,33185, 1202
29, 14, 31983,32353, 370
6, 11, 32066,33025, 959
13, 10, 32066,33025, 959
11, 7, 32079,32672, 593
9, 16, 32336,32766, 430
19, 14, 32353,33088, 735
15, 8, 32429,32799, 370
20, 7, 32672,33631, 959
26, 16, 32766,33156, 390
25, 8, 32799,33392, 593
16, 6, 32851,33281, 430
21, 5, 32851,34053, 1202
6, 10, 33025,33984, 959
13, 9, 33025,33984, 959
12, 2, 33081,33816, 735
14, 1, 33081,34283, 1202
9, 15, 33088,33518, 430
28, 14, 33088,34290, 1202
4, 16, 33156,33475, 319
7, 12, 33185,34387, 1202
29, 13, 33185,33555, 370
11, 6, 33281,33874, 593
4, 16, 33475,34068, 593
17, 15, 33518,34009, 491
19, 13, 33555,34290, 735
25, 7, 33631,34224, 593
20, 6, 33874,34833, 959
6, 9, 33984,34943, 959
13, 8, 33984,34943, 959
16, 5, 34053,34483, 430
21, 4, 34053,35255, 1202
4, 15, 34068,34661, 593
5, 16, 34068,34458, 390
15, 7, 34224,34594, 370
12, 1, 34283,35018, 735
9, 14, 34290,34720, 430
28, 13, 34290,35492, 1202
7, 11, 34387,35589, 1202
19, 12, 34387,35122, 735
1, 16, 34458,34665, 207
11, 5, 34483,35076, 593
26, 16, 34665,35400, 735
17, 14, 34720,35211, 491
25, 6, 34833,35426, 593
6, 8, 34943,35902, 959
13, 7, 34943,35902, 959
20, 5, 35076,36035, 959
29, 12, 35122,35492, 370
4, 14, 35211,35804, 593
16, 4, 35255,35685, 430
21, 3, 35255,36457, 1202
5, 16, 35400,36135, 735
26, 15, 35400,36135, 735
15, 6, 35426,35796, 370
9, 13, 35492,35922, 430
28, 12, 35492,36694, 1202
7, 10, 35589,36791, 1202
29, 11, 35589,35959, 370
11, 4, 35685,36278, 593
6, 7, 35902,36861, 959
13, 6, 35902,36861, 959
17, 13, 35922,36413, 491
19, 11, 35959,36694, 735
25, 5, 36035,36628, 593
5, 15, 36135,36870, 735
22, 16, 36135,36505, 370
26, 14, 36135,36870, 735
20, 4, 36278,37237, 959
4, 13, 36413,37006, 593
16, 3, 36457,36887, 430
21, 2, 36457,37659, 1202
1, 16, 36505,36875, 370
15, 5, 36628,36998, 370
9, 12, 36694,37124, 430
28, 11, 36694,37896, 1202
7, 9, 36791,37993, 1202
29, 10, 36791,37161, 370
6, 6, 36861,37820, 959
5, 14, 36870,37605, 735
22, 15, 36870,37240, 370
11, 3, 36887,37480, 593
13, 5, 36998,37957, 959
26, 13, 37006,37741, 735
17, 12, 37124,37615, 491
19, 10, 37161,37896, 735
15, 4, 37237,37607, 370
1, 15, 37240,37610, 370
20, 3, 37480,38439, 959
22, 14, 37605,37975, 370
25, 4, 37607,38200, 593
4, 12, 37615,38208, 593
16, 2, 37659,38089, 430
21, 1, 37659,38861, 1202
5, 13, 37741,38476, 735
9, 11, 37896,38326, 430
28, 10, 37896,39098, 1202
6, 5, 37957,38916, 959
1, 14, 37975,38345, 370
7, 8, 37993,39195, 1202
29, 9, 37993,38363, 370
11, 2, 38089,38682, 593
13, 4, 38200,39159, 959
26, 12, 38208,38943, 735
4, 11, 38326,38919, 593
19, 9, 38363,39098, 735
25, 3, 38439,39032, 593
1, 13, 38476,38846, 370
20, 2, 38682,39641, 959
22, 13, 38846,39216, 370
16, 1, 38861,39291, 430
17, 11, 38919,39410, 491
1, 12, 38943,39313, 370
15, 3, 39032,39402, 370
4, 10, 39098,39691, 593
28, 9, 39098,40300, 1202
6, 4, 39159,40118, 959
7, 7, 39195,40397, 1202
19, 8, 39195,39930, 735
11, 1, 39291,39884, 593
5, 12, 39313,40048, 735
13, 3, 39402,40361, 959
1, 11, 39410,39780, 370
15, 2, 39641,40011, 370
17, 10, 39691,40182, 491
26, 11, 39780,40515, 735
20, 1, 39884,40843, 959
29, 8, 39930,40300, 370
25, 2, 40011,40604, 593
22, 12, 40048,40418, 370
9, 10, 40182,40612, 430
17, 9, 40300,40791, 491
28, 8, 40300,41502, 1202
6, 3, 40361,41320, 959
7, 6, 40397,41599, 1202
19, 7, 40397,41132, 735
22, 11, 40515,40885, 370
13, 2, 40604,41563, 959
1, 10, 40612,40982, 370
9, 9, 40791,41221, 430
15, 1, 40843,41213, 370
5, 11, 40885,41620, 735
22, 10, 40982,41352, 370
29, 7, 41132,41502, 370
25, 1, 41213,41806, 593
1, 9, 41221,41591, 370
26, 10, 41352,42087, 735
9, 8, 41502,41932, 430
28, 7, 41502,42704, 1202
6, 2, 41563,42522, 959
22, 9, 41591,41961, 370
7, 5, 41599,42801, 1202
29, 6, 41599,41969, 370
13, 1, 41806,42765, 959
1, 8, 41932,42302, 370
4, 9, 41961,42554, 593
19, 6, 41969,42704, 735
5, 10, 42087,42822, 735
22, 8, 42302,42672, 370
26, 9, 42554,43289, 735
4, 8, 42672,43265, 593
1, 7, 42704,43074, 370
28, 6, 42704,43906, 1202
6, 1, 42765,43724, 959
7, 4, 42801,44003, 1202
29, 5, 42801,43171, 370
22, 7, 43074,43444, 370
19, 5, 43171,43906, 735
17, 8, 43265,43756, 491
5, 9, 43289,44024, 735
9, 7, 43444,43874, 430
26, 8, 43756,44491, 735
17, 7, 43874,44365, 491
1, 6, 43906,44276, 370
28, 5, 43906,45108, 1202
7, 3, 44003,45205, 1202
19, 4, 44003,44738, 735
22, 6, 44276,44646, 370
4, 7, 44365,44958, 593
5, 8, 44491,45226, 735
9, 6, 44646,45076, 430
29, 4, 44738,45108, 370
26, 7, 44958,45693, 735
4, 6, 45076,45669, 593
9, 5, 45108,45538, 430
28, 4, 45108,46310, 1202
7, 2, 45205,46407, 1202
19, 3, 45205,45940, 735
22, 5, 45538,45908, 370
17, 6, 45669,46160, 491
5, 7, 45693,46428, 735
4, 5, 45908,46501, 593
29, 3, 45940,46310, 370
26, 6, 46160,46895, 735
22, 4, 46310,46680, 370
28, 3, 46310,47512, 1202
7, 1, 46407,47609, 1202
19, 2, 46407,47142, 735
1, 5, 46501,46871, 370
4, 4, 46680,47273, 593
