加工物料序号, 加工CNC序号, 开始时间, 结束时间, 耗时
5, 4, 5115,5518, 403
25, 14, 5115,5728, 613
10, 5, 5145,5421, 276
22, 9, 5169,5551, 382
20, 2, 5244,5763, 519
28, 1, 5244,5889, 645
9, 13, 5297,5542, 245
3, 6, 5388,5664, 276
27, 7, 5388,5907, 519
8, 5, 5421,5634, 213
4, 10, 5425,5754, 329
19, 11, 5434,5837, 403
13, 4, 5518,6037, 519
16, 3, 5518,5763, 245
11, 9, 5551,5880, 329
22, 8, 5551,5933, 382
5, 5, 5634,6037, 403
10, 6, 5664,5940, 276
9, 14, 5728,5973, 245
25, 13, 5728,6341, 613
1, 10, 5754,6136, 382
20, 3, 5763,6282, 519
4, 11, 5837,6166, 329
19, 12, 5837,6240, 403
7, 1, 5889,6534, 645
28, 2, 5889,6534, 645
3, 7, 5907,6183, 276
27, 8, 5933,6452, 519
8, 6, 5940,6153, 213
9, 14, 5973,6418, 445
13, 5, 6037,6556, 519
16, 4, 6037,6282, 245
1, 9, 6136,6518, 382
11, 10, 6136,6465, 329
5, 6, 6153,6556, 403
10, 7, 6183,6459, 276
4, 12, 6240,6569, 329
20, 4, 6282,6801, 519
19, 13, 6341,6744, 403
29, 14, 6418,6631, 213
3, 8, 6452,6728, 276
8, 7, 6459,6672, 213
11, 11, 6465,6794, 329
27, 9, 6518,7037, 519
7, 2, 6534,7179, 645
18, 1, 6534,6863, 329
28, 3, 6534,7179, 645
13, 6, 6556,7075, 519
16, 5, 6556,6801, 245
25, 12, 6569,7182, 613
29, 14, 6631,7013, 382
5, 7, 6672,7075, 403
10, 8, 6728,7004, 276
4, 13, 6744,7073, 329
20, 5, 6801,7320, 519
12, 1, 6863,7266, 403
1, 8, 7004,7386, 382
19, 14, 7013,7416, 403
3, 9, 7037,7313, 276
27, 10, 7037,7556, 519
9, 13, 7073,7518, 445
13, 7, 7075,7594, 519
16, 6, 7075,7320, 245
7, 3, 7179,7824, 645
18, 2, 7179,7508, 329
28, 4, 7179,7824, 645
11, 12, 7182,7511, 329
25, 11, 7182,7795, 613
14, 1, 7266,7911, 645
10, 9, 7313,7589, 276
20, 6, 7320,7839, 519
8, 8, 7386,7599, 213
4, 14, 7416,7745, 329
12, 2, 7508,7911, 403
9, 12, 7518,7963, 445
11, 13, 7518,7847, 329
3, 10, 7556,7832, 276
22, 7, 7594,7976, 382
5, 8, 7599,8002, 403
8, 9, 7599,7812, 213
4, 14, 7745,8358, 613
27, 11, 7795,8314, 519
7, 4, 7824,8469, 645
18, 3, 7824,8153, 329
28, 5, 7824,8469, 645
25, 10, 7832,8445, 613
29, 13, 7847,8229, 382
14, 2, 7911,8556, 645
15, 1, 7911,8124, 213
16, 7, 7976,8221, 245
22, 6, 7976,8358, 382
5, 9, 8002,8405, 403
13, 8, 8002,8521, 519
2, 1, 8124,8369, 245
12, 3, 8153,8556, 403
20, 7, 8221,8740, 519
29, 12, 8229,8611, 382
3, 11, 8314,8590, 276
4, 13, 8358,8971, 613
11, 14, 8358,8687, 329
30, 1, 8369,8614, 245
8, 10, 8445,8658, 213
25, 9, 8445,9058, 613
18, 4, 8469,8798, 329
22, 5, 8469,8851, 382
28, 6, 8469,9114, 645
16, 8, 8521,8766, 245
14, 3, 8556,9201, 645
15, 2, 8556,8769, 213
9, 11, 8590,9035, 445
3, 12, 8611,8887, 276
21, 1, 8614,9259, 645
5, 10, 8658,9061, 403
19, 14, 8687,9448, 761
1, 7, 8740,9122, 382
20, 8, 8766,9285, 519
2, 2, 8769,9014, 245
12, 4, 8798,9201, 403
18, 5, 8851,9180, 329
27, 12, 8887,9406, 519
3, 13, 8971,9247, 276
30, 2, 9014,9259, 245
29, 11, 9035,9417, 382
13, 9, 9058,9577, 519
9, 10, 9061,9506, 445
1, 6, 9122,9504, 382
28, 7, 9122,9767, 645
7, 5, 9180,9825, 645
15, 3, 9201,9414, 213
22, 4, 9201,9583, 382
6, 1, 9259,9778, 519
21, 2, 9259,9904, 645
25, 8, 9285,9898, 613
4, 12, 9406,10019, 613
27, 13, 9406,9925, 519
2, 3, 9414,9659, 245
8, 11, 9417,9630, 213
11, 14, 9448,10061, 613
18, 6, 9504,9833, 329
29, 10, 9506,9888, 382
16, 9, 9577,9822, 245
14, 4, 9583,10228, 645
5, 11, 9630,10033, 403
30, 3, 9659,9904, 245
23, 1, 9778,10023, 245
20, 9, 9822,10341, 519
12, 5, 9825,10228, 403
7, 6, 9833,10478, 645
18, 7, 9833,10162, 329
16, 10, 9888,10133, 245
28, 8, 9898,10543, 645
6, 2, 9904,10423, 519
21, 3, 9904,10549, 645
19, 13, 9925,10686, 761
8, 12, 10019,10232, 213
26, 1, 10023,10426, 403
4, 11, 10033,10646, 613
3, 14, 10061,10337, 276
13, 10, 10133,10652, 519
25, 7, 10162,10775, 613
14, 5, 10228,10873, 645
15, 4, 10228,10441, 213
5, 12, 10232,10635, 403
3, 14, 10337,10845, 508
9, 9, 10341,10786, 445
23, 2, 10423,10668, 245
17, 1, 10426,10702, 276
30, 4, 10441,10686, 245
12, 6, 10478,10881, 403
18, 8, 10543,10872, 329
6, 3, 10549,11068, 519
16, 11, 10646,10891, 245
4, 10, 10652,11265, 613
26, 2, 10668,11071, 403
2, 4, 10686,10931, 245
5, 13, 10686,11089, 403
19, 12, 10686,11447, 761
24, 1, 10702,10978, 276
7, 7, 10775,11420, 645
29, 9, 10786,11168, 382
27, 14, 10845,11364, 519
9, 8, 10872,11317, 445
1, 5, 10873,11255, 382
14, 6, 10881,11526, 645
13, 11, 10891,11410, 519
21, 4, 10931,11576, 645
23, 3, 11068,11313, 245
17, 2, 11071,11347, 276
8, 13, 11089,11302, 213
18, 9, 11168,11497, 329
15, 5, 11255,11468, 213
10, 10, 11265,11541, 276
3, 13, 11302,11810, 508
22, 3, 11313,11695, 382
29, 8, 11317,11699, 382
24, 2, 11347,11623, 276
5, 14, 11364,11767, 403
9, 7, 11420,11865, 445
16, 12, 11447,11692, 245
19, 11, 11447,12208, 761
30, 5, 11468,11713, 245
28, 9, 11497,12142, 645
25, 6, 11526,12139, 613
20, 10, 11541,12060, 519
23, 4, 11576,11821, 245
13, 12, 11692,12211, 519
22, 2, 11695,12077, 382
26, 3, 11695,12098, 403
7, 8, 11699,12344, 645
21, 5, 11713,12358, 645
5, 14, 11767,12528, 761
11, 13, 11810,12423, 613
1, 4, 11821,12203, 382
12, 7, 11865,12268, 403
18, 10, 12060,12389, 329
22, 1, 12077,12459, 382
17, 3, 12098,12374, 276
15, 6, 12139,12352, 213
4, 9, 12142,12755, 613
26, 4, 12203,12606, 403
10, 11, 12208,12484, 276
3, 12, 12211,12719, 508
29, 7, 12268,12650, 382
12, 8, 12344,12747, 403
30, 6, 12352,12597, 245
25, 5, 12358,12971, 613
1, 3, 12374,12756, 382
28, 10, 12389,13034, 645
16, 13, 12423,12668, 245
20, 11, 12484,13003, 519
8, 14, 12528,12741, 213
9, 6, 12597,13042, 445
17, 4, 12606,12882, 276
30, 7, 12650,12895, 245
13, 13, 12668,13187, 519
10, 12, 12719,12995, 276
27, 14, 12741,13734, 993
4, 8, 12755,13368, 613
12, 9, 12755,13158, 403
1, 2, 12756,13138, 382
24, 3, 12756,13032, 276
6, 4, 12882,13401, 519
15, 7, 12895,13108, 213
2, 5, 12971,13216, 245
11, 12, 12995,13608, 613
18, 11, 13003,13332, 329
19, 10, 13034,13795, 761
29, 6, 13042,13424, 382
14, 7, 13108,13753, 645
1, 1, 13138,13520, 382
7, 9, 13158,13803, 645
5, 13, 13187,13948, 761
23, 5, 13216,13461, 245
28, 11, 13332,13977, 645
30, 8, 13368,13613, 245
24, 4, 13401,13677, 276
21, 6, 13424,14069, 645
6, 5, 13461,13980, 519
20, 12, 13608,14127, 519
15, 8, 13613,13826, 213
25, 4, 13677,14290, 613
8, 14, 13734,14116, 382
4, 7, 13753,14366, 613
12, 10, 13795,14198, 403
30, 9, 13803,14048, 245
14, 8, 13826,14471, 645
10, 13, 13948,14224, 276
11, 11, 13977,14590, 613
29, 5, 13980,14362, 382
19, 9, 14048,14809, 761
23, 6, 14069,14314, 245
16, 14, 14116,14361, 245
5, 12, 14127,14888, 761
7, 10, 14198,14843, 645
8, 13, 14224,14606, 382
25, 3, 14290,14903, 613
6, 6, 14314,14833, 519
13, 14, 14361,14880, 519
26, 5, 14362,14765, 403
29, 4, 14362,14744, 382
23, 7, 14366,14611, 245
3, 11, 14590,15098, 508
20, 13, 14606,15125, 519
21, 7, 14611,15256, 645
23, 8, 14611,14856, 245
9, 5, 14765,15210, 445
15, 9, 14809,15022, 213
26, 6, 14833,15236, 403
11, 10, 14843,15456, 613
19, 8, 14856,15617, 761
13, 14, 14880,15873, 993
8, 12, 14888,15270, 382
25, 2, 14903,15516, 613
29, 3, 14903,15285, 382
14, 9, 15022,15667, 645
7, 11, 15098,15743, 645
27, 13, 15125,16118, 993
9, 4, 15210,15655, 445
17, 5, 15210,15486, 276
4, 6, 15236,15849, 613
26, 7, 15256,15659, 403
18, 12, 15270,15599, 329
3, 10, 15456,15964, 508
24, 5, 15486,15762, 276
25, 1, 15516,16129, 613
29, 2, 15516,15898, 382
28, 12, 15599,16244, 645
21, 8, 15617,16262, 645
9, 3, 15655,16100, 445
19, 7, 15659,16420, 761
23, 9, 15667,15912, 245
12, 11, 15743,16146, 403
4, 5, 15849,16462, 613
17, 6, 15849,16125, 276
16, 14, 15873,16318, 445
11, 9, 15912,16525, 613
14, 10, 15964,16609, 645
9, 2, 16100,16545, 445
18, 13, 16118,16447, 329
2, 6, 16125,16370, 245
29, 1, 16129,16511, 382
5, 11, 16146,16907, 761
7, 12, 16244,16889, 645
26, 8, 16262,16665, 403
10, 14, 16318,16594, 276
24, 6, 16370,16646, 276
2, 7, 16420,16665, 245
13, 13, 16447,17440, 993
4, 4, 16462,17075, 613
21, 9, 16525,17170, 645
9, 1, 16545,16990, 445
10, 14, 16594,17102, 508
15, 10, 16609,16822, 213
19, 6, 16646,17407, 761
2, 8, 16665,16910, 245
17, 7, 16665,16941, 276
23, 10, 16822,17067, 245
12, 12, 16889,17292, 403
14, 11, 16907,17552, 645
11, 8, 16910,17523, 613
24, 7, 16941,17217, 276
30, 10, 17067,17312, 245
4, 3, 17075,17688, 613
20, 14, 17102,17621, 519
2, 9, 17170,17415, 245
6, 7, 17217,17736, 519
27, 12, 17292,18285, 993
21, 10, 17312,17957, 645
19, 5, 17407,18168, 761
26, 9, 17415,17818, 403
7, 13, 17440,18085, 645
17, 8, 17523,17799, 276
30, 11, 17552,17797, 245
18, 14, 17621,17950, 329
4, 2, 17688,18301, 613
11, 7, 17736,18349, 613
8, 11, 17797,18179, 382
6, 8, 17799,18318, 519
3, 9, 17818,18326, 508
20, 14, 17950,18943, 993
26, 10, 17957,18360, 403
28, 13, 18085,18730, 645
19, 4, 18168,18929, 761
23, 11, 18179,18424, 245
14, 12, 18285,18930, 645
4, 1, 18301,18914, 613
24, 8, 18318,18594, 276
17, 9, 18326,18602, 276
11, 6, 18349,18962, 613
2, 10, 18360,18605, 245
26, 11, 18424,18827, 403
3, 8, 18594,19102, 508
24, 9, 18602,18878, 276
5, 10, 18605,19366, 761
10, 13, 18730,19238, 508
2, 11, 18827,19072, 245
6, 9, 18878,19397, 519
19, 3, 18929,19690, 761
23, 12, 18930,19175, 245
28, 14, 18943,19588, 645
11, 5, 18962,19575, 613
21, 11, 19072,19717, 645
3, 7, 19102,19610, 508
30, 12, 19175,19420, 245
12, 13, 19238,19641, 403
8, 10, 19366,19748, 382
5, 9, 19397,20158, 761
10, 12, 19420,19928, 508
11, 4, 19575,20188, 613
18, 14, 19588,20201, 613
3, 6, 19610,20118, 508
20, 13, 19641,20634, 993
19, 2, 19690,20451, 761
27, 11, 19717,20710, 993
17, 10, 19748,20024, 276
2, 12, 19928,20173, 245
24, 10, 20024,20300, 276
3, 5, 20118,20626, 508
5, 8, 20158,20919, 761
8, 9, 20158,20540, 382
13, 12, 20173,21166, 993
11, 3, 20188,20801, 613
12, 14, 20201,20604, 403
6, 10, 20300,20819, 519
19, 1, 20451,21212, 761
28, 14, 20604,21850, 1246
3, 4, 20626,21134, 508
18, 13, 20634,21247, 613
24, 11, 20710,20986, 276
11, 2, 20801,21414, 613
27, 10, 20819,21812, 993
5, 7, 20919,21680, 761
8, 8, 20919,21301, 382
10, 11, 20986,21494, 508
3, 3, 21134,21642, 508
20, 12, 21166,22159, 993
2, 13, 21247,21492, 245
11, 1, 21414,22027, 613
14, 13, 21492,22137, 645
13, 11, 21494,22487, 993
3, 2, 21642,22150, 508
5, 6, 21680,22441, 761
8, 7, 21680,22062, 382
10, 10, 21812,22320, 508
27, 9, 21812,22805, 993
2, 14, 21850,22095, 245
12, 14, 22095,22856, 761
28, 13, 22137,23383, 1246
3, 1, 22150,22658, 508
24, 12, 22159,22435, 276
18, 12, 22435,23048, 613
5, 5, 22441,23202, 761
8, 6, 22441,22823, 382
13, 10, 22487,23480, 993
20, 11, 22487,23480, 993
10, 9, 22805,23313, 508
27, 8, 22805,23798, 993
14, 14, 22856,23501, 645
21, 12, 23048,23693, 645
5, 4, 23202,23963, 761
8, 5, 23202,23584, 382
16, 13, 23383,23828, 445
13, 9, 23480,24473, 993
18, 11, 23480,24093, 613
20, 10, 23480,24473, 993
14, 14, 23501,24747, 1246
26, 12, 23693,24096, 403
10, 8, 23798,24306, 508
27, 7, 23798,24791, 993
23, 13, 23828,24073, 245
5, 3, 23963,24724, 761
8, 4, 23963,24345, 382
21, 13, 24073,24718, 645
6, 11, 24093,24612, 519
28, 12, 24096,25342, 1246
13, 8, 24473,25466, 993
18, 10, 24473,25086, 613
20, 9, 24473,25466, 993
15, 11, 24612,24825, 213
30, 13, 24718,24963, 245
5, 2, 24724,25485, 761
8, 3, 24724,25106, 382
7, 14, 24747,25392, 645
10, 7, 24791,25299, 508
27, 6, 24791,25784, 993
17, 11, 24825,25101, 276
12, 13, 24963,25724, 761
17, 12, 25342,25618, 276
28, 11, 25342,26588, 1246
23, 14, 25392,25637, 245
13, 7, 25466,26459, 993
18, 9, 25466,26079, 613
20, 8, 25466,26459, 993
5, 1, 25485,26246, 761
8, 2, 25485,25867, 382
6, 12, 25618,26137, 519
23, 14, 25637,26082, 445
17, 13, 25724,26000, 276
10, 6, 25784,26292, 508
27, 5, 25784,26777, 993
14, 13, 26000,27246, 1246
7, 14, 26082,27328, 1246
12, 12, 26137,26898, 761
8, 1, 26246,26628, 382
13, 6, 26459,27452, 993
18, 8, 26459,27072, 613
20, 7, 26459,27452, 993
28, 10, 26588,27834, 1246
10, 5, 26777,27285, 508
27, 4, 26777,27770, 993
12, 11, 26898,27659, 761
16, 12, 26898,27343, 445
26, 13, 27246,27649, 403
30, 14, 27328,27573, 245
14, 12, 27343,28589, 1246
13, 5, 27452,28445, 993
18, 7, 27452,28065, 613
20, 6, 27452,28445, 993
30, 14, 27573,28018, 445
7, 13, 27649,28895, 1246
16, 11, 27659,28104, 445
10, 4, 27770,28278, 508
27, 3, 27770,28763, 993
12, 10, 27834,28595, 761
28, 9, 27834,29080, 1246
2, 14, 28018,28463, 445
13, 4, 28445,29438, 993
18, 6, 28445,29058, 613
20, 5, 28445,29438, 993
17, 14, 28463,28739, 276
14, 11, 28589,29835, 1246
15, 12, 28589,28802, 213
16, 10, 28595,29040, 445
17, 14, 28739,29247, 508
10, 3, 28763,29271, 508
27, 2, 28763,29756, 993
7, 12, 28895,30141, 1246
24, 13, 28895,29171, 276
16, 9, 29080,29525, 445
28, 8, 29080,30326, 1246
2, 13, 29171,29616, 445
26, 14, 29247,29650, 403
13, 3, 29438,30431, 993
18, 5, 29438,30051, 613
20, 4, 29438,30431, 993
12, 9, 29525,30286, 761
6, 13, 29616,30135, 519
24, 14, 29650,29926, 276
10, 2, 29756,30264, 508
27, 1, 29756,30749, 993
14, 10, 29835,31081, 1246
21, 14, 29926,30571, 645
23, 13, 30135,30580, 445
2, 12, 30141,30586, 445
7, 11, 30141,31387, 1246
12, 8, 30326,31087, 761
28, 7, 30326,31572, 1246
13, 2, 30431,31424, 993
18, 4, 30431,31044, 613
20, 3, 30431,31424, 993
24, 14, 30571,31079, 508
17, 13, 30580,31088, 508
23, 12, 30586,31031, 445
10, 1, 30749,31257, 508
26, 14, 31079,31840, 761
14, 9, 31081,32327, 1246
16, 8, 31087,31532, 445
17, 12, 31088,31596, 508
24, 13, 31088,31596, 508
7, 10, 31387,32633, 1246
23, 11, 31387,31832, 445
13, 1, 31424,32417, 993
18, 3, 31424,32037, 613
20, 2, 31424,32417, 993
12, 7, 31572,32333, 761
28, 6, 31572,32818, 1246
15, 13, 31596,31809, 213
24, 12, 31596,32104, 508
30, 13, 31809,32254, 445
2, 11, 31832,32277, 445
15, 14, 31840,32053, 213
21, 14, 32053,33299, 1246
26, 13, 32254,33015, 761
30, 12, 32254,32699, 445
17, 11, 32277,32785, 508
14, 8, 32327,33573, 1246
16, 7, 32333,32778, 445
18, 2, 32417,33030, 613
20, 1, 32417,33410, 993
7, 9, 32633,33879, 1246
23, 10, 32633,33078, 445
24, 11, 32785,33293, 508
12, 6, 32818,33579, 761
28, 5, 32818,34064, 1246
26, 12, 33015,33776, 761
17, 10, 33078,33586, 508
30, 11, 33293,33738, 445
15, 14, 33299,33681, 382
21, 13, 33299,34545, 1246
18, 1, 33410,34023, 613
14, 7, 33573,34819, 1246
16, 6, 33579,34024, 445
24, 10, 33586,34094, 508
6, 14, 33681,34200, 519
26, 11, 33776,34537, 761
7, 8, 33879,35125, 1246
23, 9, 33879,34324, 445
12, 5, 34064,34825, 761
28, 4, 34064,35310, 1246
2, 10, 34094,34539, 445
6, 14, 34200,35193, 993
24, 9, 34324,34832, 508
30, 10, 34539,34984, 445
15, 13, 34545,34927, 382
21, 12, 34545,35791, 1246
14, 6, 34819,36065, 1246
16, 5, 34825,35270, 445
2, 9, 34832,35277, 445
26, 10, 34984,35745, 761
7, 7, 35125,36371, 1246
24, 8, 35125,35633, 508
6, 13, 35193,36186, 993
17, 9, 35277,35785, 508
12, 4, 35310,36071, 761
28, 3, 35310,36556, 1246
2, 8, 35633,36078, 445
26, 9, 35785,36546, 761
15, 12, 35791,36173, 382
21, 11, 35791,37037, 1246
14, 5, 36065,37311, 1246
16, 4, 36071,36516, 445
23, 8, 36078,36523, 445
6, 12, 36186,37179, 993
7, 6, 36371,37617, 1246
24, 7, 36371,36879, 508
17, 8, 36523,37031, 508
30, 9, 36546,36991, 445
12, 3, 36556,37317, 761
28, 2, 36556,37802, 1246
2, 7, 36879,37324, 445
26, 8, 37031,37792, 761
15, 11, 37037,37419, 382
21, 10, 37037,38283, 1246
14, 4, 37311,38557, 1246
16, 3, 37317,37762, 445
23, 7, 37324,37769, 445
6, 11, 37419,38412, 993
7, 5, 37617,38863, 1246
24, 6, 37617,38125, 508
17, 7, 37769,38277, 508
30, 8, 37792,38237, 445
12, 2, 37802,38563, 761
28, 1, 37802,39048, 1246
2, 6, 38125,38570, 445
26, 7, 38277,39038, 761
15, 10, 38283,38665, 382
21, 9, 38283,39529, 1246
14, 3, 38557,39803, 1246
16, 2, 38563,39008, 445
17, 6, 38570,39078, 508
6, 10, 38665,39658, 993
2, 5, 38863,39308, 445
7, 4, 38863,40109, 1246
30, 7, 39038,39483, 445
12, 1, 39048,39809, 761
26, 6, 39078,39839, 761
24, 5, 39308,39816, 508
15, 9, 39529,39911, 382
21, 8, 39529,40775, 1246
14, 2, 39803,41049, 1246
16, 1, 39809,40254, 445
17, 5, 39816,40324, 508
23, 6, 39839,40284, 445
6, 9, 39911,40904, 993
2, 4, 40109,40554, 445
7, 3, 40109,41355, 1246
30, 6, 40284,40729, 445
23, 5, 40324,40769, 445
17, 4, 40554,41062, 508
26, 5, 40769,41530, 761
15, 8, 40775,41157, 382
21, 7, 40775,42021, 1246
14, 1, 41049,42295, 1246
24, 4, 41062,41570, 508
6, 8, 41157,42150, 993
7, 2, 41355,42601, 1246
17, 3, 41355,41863, 508
30, 5, 41530,41975, 445
26, 4, 41570,42331, 761
2, 3, 41863,42308, 445
15, 7, 42021,42403, 382
21, 6, 42021,43267, 1246
24, 3, 42308,42816, 508
30, 4, 42331,42776, 445
6, 7, 42403,43396, 993
7, 1, 42601,43847, 1246
17, 2, 42601,43109, 508
23, 4, 42776,43221, 445
26, 3, 42816,43577, 761
24, 2, 43109,43617, 508
15, 6, 43267,43649, 382
21, 5, 43267,44513, 1246
23, 3, 43577,44022, 445
2, 2, 43617,44062, 445
6, 6, 43649,44642, 993
24, 1, 43847,44355, 508
30, 3, 44022,44467, 445
23, 2, 44062,44507, 445
17, 1, 44355,44863, 508
30, 2, 44507,44952, 445
15, 5, 44513,44895, 382
21, 4, 44513,45759, 1246
23, 1, 44863,45308, 445
6, 5, 44895,45888, 993
26, 2, 44952,45713, 761
2, 1, 45308,45753, 445
30, 1, 45753,46198, 445
15, 4, 45759,46141, 382
21, 3, 45759,47005, 1246
6, 4, 46141,47134, 993
26, 1, 46198,46959, 761
15, 3, 47005,47387, 382
21, 2, 47005,48251, 1246
6, 3, 47387,48380, 993
15, 2, 48251,48633, 382
21, 1, 48251,49497, 1246
6, 2, 48633,49626, 993
15, 1, 49497,49879, 382
6, 1, 49879,50872, 993
