加工物料序号, 加工CNC序号, 开始时间, 结束时间, 耗时
27, 2, 44823,46499, 1676
37, 1, 45066,45799, 733
33, 4, 45277,46554, 1277
27, 1, 46499,48175, 1676
25, 4, 46554,47577, 1023
14, 2, 46934,49045, 2111
17, 3, 46934,47377, 443
5, 3, 47377,48038, 661
39, 4, 47577,48111, 534
25, 3, 48038,49061, 1023
11, 4, 48111,48645, 534
17, 4, 48645,49088, 443
14, 1, 49045,51156, 2111
15, 3, 49061,49396, 335
25, 2, 49061,50084, 1023
30, 4, 49088,49477, 389
38, 3, 49396,49839, 443
6, 4, 49477,51153, 1676
13, 3, 49839,51515, 1676
24, 4, 51153,51596, 443
25, 1, 51156,52179, 1023
6, 3, 51515,53191, 1676
13, 2, 51515,53191, 1676
24, 4, 51596,52438, 842
10, 4, 52438,53280, 842
6, 2, 53191,54867, 1676
13, 1, 53191,54867, 1676
24, 3, 53191,54033, 842
19, 4, 53280,54557, 1277
10, 3, 54033,54875, 842
38, 4, 54557,55000, 443
6, 1, 54867,56543, 1676
24, 2, 54867,55709, 842
8, 3, 54875,55500, 625
4, 4, 55000,56023, 1023
19, 3, 55500,56777, 1277
8, 2, 55709,56334, 625
17, 4, 56023,56865, 842
10, 2, 56334,57176, 842
8, 1, 56543,57168, 625
4, 3, 56777,57800, 1023
38, 4, 56865,57707, 842
24, 1, 57168,58010, 842
19, 2, 57176,58453, 1277
22, 4, 57707,58332, 625
38, 3, 57800,58642, 842
10, 1, 58010,58852, 842
39, 4, 58332,59355, 1023
4, 2, 58453,59476, 1023
22, 3, 58642,59267, 625
19, 1, 58852,60129, 1277
33, 3, 59267,60544, 1277
1, 4, 59355,59980, 625
38, 2, 59476,60318, 842
26, 4, 59980,60641, 661
4, 1, 60129,61152, 1023
22, 2, 60318,60943, 625
1, 3, 60544,61169, 625
30, 4, 60641,61374, 733
33, 2, 60943,62220, 1277
22, 1, 61152,61777, 625
39, 3, 61169,62192, 1023
20, 4, 61374,62234, 860
38, 1, 61777,62619, 842
30, 3, 62192,62925, 733
1, 2, 62220,62845, 625
16, 4, 62234,62967, 733
33, 1, 62619,63896, 1277
39, 2, 62845,63868, 1023
17, 3, 62925,63767, 842
20, 4, 62967,64643, 1676
16, 3, 63767,64500, 733
30, 2, 63868,64601, 733
39, 1, 63896,64919, 1023
16, 2, 64601,65334, 733
5, 4, 64643,65304, 661
20, 3, 64643,66319, 1676
30, 1, 64919,65652, 733
3, 4, 65304,65747, 443
17, 2, 65334,66176, 842
1, 1, 65652,66277, 625
26, 4, 65747,67024, 1277
17, 1, 66277,67119, 842
20, 2, 66319,67995, 1676
15, 4, 67024,67359, 335
26, 3, 67024,68301, 1277
16, 1, 67119,67852, 733
15, 4, 67359,67984, 625
3, 4, 67984,68826, 842
20, 1, 67995,69671, 1676
15, 3, 68301,68926, 625
26, 2, 68301,69578, 1277
11, 4, 68826,69849, 1023
3, 3, 68926,69768, 842
15, 2, 69578,70203, 625
26, 1, 69671,70948, 1277
5, 4, 69849,71126, 1277
11, 3, 69849,70872, 1023
3, 2, 70203,71045, 842
15, 1, 70948,71573, 625
11, 2, 71045,72068, 1023
5, 3, 71126,72403, 1277
3, 1, 71573,72415, 842
5, 2, 72403,73680, 1277
11, 1, 72415,73438, 1023
5, 1, 73680,74957, 1277
