代数, 变异数, 最优个体时间
1491,5,67759.0
1492,3,67759.0
1493,4,67759.0
1494,1,67759.0
1495,3,67759.0
1496,2,67759.0
1497,4,67759.0
1498,4,67759.0
1499,3,67759.0
1500,1,67759.0
1501,3,67759.0
1502,8,67759.0
1503,6,67759.0
1504,2,67759.0
1505,2,67759.0
1506,5,67759.0
1507,4,67759.0
1508,4,67759.0
1509,4,67759.0
1510,7,67759.0
1511,8,67759.0
1512,3,67759.0
1513,6,67759.0
1514,1,67759.0
1515,7,67759.0
1516,3,67759.0
1517,7,67759.0
1518,7,67759.0
1519,5,67759.0
1520,1,67759.0
1521,3,67759.0
1522,7,67759.0
1523,1,67759.0
1524,3,67759.0
1525,2,67759.0
1526,3,67759.0
1527,5,67759.0
1528,3,67759.0
1529,2,67759.0
1530,3,67759.0
1531,6,67759.0
1532,7,67759.0
1533,6,67759.0
1534,5,67759.0
1535,5,67759.0
1536,8,67759.0
1537,7,67759.0
1538,8,67759.0
1539,5,67759.0
1540,7,67759.0
1541,5,67759.0
1542,1,67759.0
1543,3,67759.0
1544,2,67759.0
1545,1,67759.0
1546,2,67759.0
1547,3,67759.0
1548,2,67759.0
1549,4,67759.0
1550,6,67759.0
1551,6,67759.0
1552,4,67759.0
1553,4,67759.0
1554,2,67759.0
1555,2,67759.0
1556,8,67759.0
1557,1,67759.0
1558,2,67759.0
1559,5,67759.0
1560,5,67759.0
1561,2,67759.0
1562,3,67759.0
1563,6,67759.0
1564,5,67759.0
1565,6,67759.0
1566,3,67759.0
1567,3,67759.0
1568,6,67759.0
1569,7,67759.0
1570,6,67759.0
1571,4,67759.0
1572,1,67759.0
1573,1,67759.0
1574,3,67759.0
1575,1,67759.0
1576,6,67759.0
1577,4,67759.0
1578,3,67759.0
1579,3,67759.0
1580,4,67759.0
1581,7,67759.0
1582,5,67759.0
1583,5,67759.0
1584,6,67759.0
1585,4,67759.0
1586,5,67759.0
1587,7,67759.0
1588,5,67759.0
1589,6,67759.0
1590,3,67759.0
1591,5,67759.0
1592,8,67759.0
1593,4,67759.0
1594,7,67648.0
1595,2,67648.0
1596,4,67648.0
1597,6,67648.0
1598,1,67648.0
1599,5,67648.0
1600,2,67648.0
1601,3,67648.0
1602,5,67648.0
1603,1,67648.0
1604,6,67648.0
1605,6,67648.0
1606,2,67648.0
1607,5,67648.0
1608,6,67648.0
1609,5,67648.0
1610,4,67648.0
1611,5,67648.0
1612,1,67648.0
1613,1,67648.0
1614,6,67648.0
1615,5,67648.0
1616,5,67648.0
1617,7,67648.0
1618,8,67648.0
1619,6,67648.0
1620,6,67648.0
1621,6,67648.0
1622,6,67648.0
1623,6,67648.0
1624,4,67648.0
1625,4,67648.0
1626,6,67648.0
1627,3,67648.0
1628,7,67648.0
1629,6,67648.0
1630,4,67648.0
1631,6,67648.0
1632,5,67648.0
1633,9,67648.0
1634,5,67648.0
1635,4,67648.0
1636,8,67648.0
1637,1,67648.0
1638,2,67648.0
1639,5,67648.0
1640,2,67648.0
1641,5,67648.0
1642,1,67648.0
1643,6,67648.0
1644,7,67648.0
1645,5,67648.0
1646,5,67648.0
1647,5,67648.0
1648,6,67648.0
1649,6,67648.0
1650,7,67648.0
1651,7,67648.0
1652,7,67648.0
1653,5,67648.0
1654,4,67648.0
1655,5,67648.0
1656,3,67648.0
1657,4,67648.0
1658,1,67648.0
1659,6,67648.0
1660,3,67648.0
1661,4,67648.0
1662,7,67648.0
1663,1,67648.0
1664,5,67648.0
1665,6,67648.0
1666,1,67648.0
1667,3,67648.0
1668,7,67648.0
1669,5,67648.0
1670,6,67648.0
1671,6,67648.0
1672,5,67648.0
1673,7,67648.0
1674,2,67648.0
1675,5,67648.0
1676,3,67648.0
1677,3,67648.0
1678,5,67648.0
1679,1,67648.0
1680,6,67648.0
1681,6,67648.0
1682,1,67648.0
1683,2,67648.0
1684,5,67648.0
1685,2,67648.0
1686,4,67648.0
1687,2,67648.0
1688,5,67648.0
1689,1,67648.0
1690,4,67648.0
1691,5,67648.0
1692,7,67648.0
1693,7,67648.0
1694,4,67648.0
1695,4,67648.0
1696,4,67648.0
1697,4,67648.0
1698,5,67648.0
1699,1,67648.0
1700,2,67648.0
1701,2,67648.0
1702,2,67648.0
1703,4,67648.0
1704,4,67648.0
1705,4,67648.0
1706,4,67648.0
1707,3,67648.0
1708,7,67648.0
1709,6,67648.0
1710,5,67648.0
1711,6,67648.0
1712,4,67648.0
1713,3,67648.0
1714,3,67648.0
1715,1,67648.0
1716,5,67648.0
1717,7,67648.0
1718,7,67648.0
1719,4,67648.0
1720,3,67648.0
1721,6,67648.0
1722,1,67648.0
1723,2,67648.0
1724,6,67648.0
1725,3,67648.0
1726,4,67648.0
1727,3,67648.0
1728,1,67648.0
1729,7,67648.0
1730,7,67648.0
1731,4,67648.0
1732,3,67648.0
1733,3,67648.0
1734,5,67648.0
1735,5,67648.0
1736,3,67648.0
1737,7,67648.0
1738,2,67648.0
1739,6,67648.0
1740,6,67648.0
1741,5,67648.0
1742,4,67648.0
1743,6,67648.0
1744,1,67648.0
1745,2,67648.0
1746,2,67648.0
1747,5,67648.0
1748,2,67648.0
1749,3,67648.0
1750,3,67648.0
1751,8,67648.0
1752,5,67648.0
1753,4,67648.0
1754,5,67648.0
1755,6,67648.0
1756,3,67648.0
1757,4,67648.0
1758,1,67648.0
1759,3,67648.0
1760,7,67648.0
1761,2,67648.0
1762,3,67648.0
1763,7,67648.0
1764,3,67648.0
1765,1,67648.0
1766,5,67648.0
1767,1,67648.0
1768,3,67648.0
1769,1,67648.0
1770,7,67648.0
1771,6,67648.0
1772,4,67648.0
1773,5,67648.0
1774,7,67648.0
1775,2,67648.0
1776,5,67648.0
1777,7,67648.0
1778,3,67648.0
1779,7,67648.0
1780,4,67648.0
1781,7,67648.0
1782,2,67648.0
1783,3,67648.0
1784,4,67648.0
1785,5,67648.0
1786,1,67648.0
1787,7,67648.0
1788,3,67648.0
1789,3,67648.0
1790,4,67648.0
1791,5,67648.0
1792,4,67648.0
1793,1,67648.0
1794,7,67648.0
1795,4,67648.0
1796,5,67648.0
1797,4,67648.0
1798,2,67648.0
1799,6,67648.0
1800,1,67648.0
1801,5,67648.0
1802,2,67648.0
1803,2,67648.0
1804,5,67648.0
1805,3,67648.0
1806,5,67648.0
1807,1,67648.0
1808,3,67648.0
1809,4,67648.0
1810,3,67648.0
1811,7,67648.0
1812,3,67648.0
1813,2,67648.0
1814,4,67648.0
1815,2,67648.0
1816,4,67648.0
1817,5,67648.0
1818,3,67648.0
1819,5,67648.0
1820,5,67648.0
1821,6,67648.0
1822,3,67648.0
1823,4,67648.0
1824,5,67648.0
1825,7,67648.0
1826,1,67648.0
1827,4,67648.0
1828,6,67648.0
1829,6,67648.0
1830,4,67648.0
1831,5,67648.0
1832,6,67648.0
1833,8,67648.0
1834,3,67648.0
1835,7,67648.0
1836,1,67648.0
1837,4,67648.0
1838,2,67648.0
1839,1,67648.0
1840,5,67648.0
1841,5,67648.0
1842,6,67648.0
1843,5,67648.0
1844,1,67648.0
1845,2,67648.0
1846,4,67648.0
1847,1,67648.0
1848,6,67648.0
1849,5,67648.0
1850,6,67648.0
1851,1,67648.0
1852,3,67648.0
1853,7,67648.0
1854,4,67648.0
1855,1,67648.0
1856,3,67648.0
1857,4,67648.0
1858,5,67648.0
1859,5,67648.0
1860,7,67648.0
1861,6,67648.0
1862,5,67648.0
1863,9,67648.0
1864,4,67648.0
1865,2,67648.0
1866,2,67648.0
1867,5,67648.0
1868,1,67648.0
1869,1,67648.0
1870,5,67648.0
1871,7,67648.0
1872,6,67648.0
1873,1,67648.0
1874,3,67648.0
1875,3,67648.0
1876,6,67648.0
1877,2,67648.0
1878,4,67648.0
1879,2,67648.0
1880,1,67648.0
1881,5,67648.0
1882,7,67648.0
1883,1,67648.0
1884,3,67648.0
1885,4,67648.0
1886,6,67648.0
1887,5,67648.0
1888,5,67648.0
1889,4,67648.0
1890,5,67648.0
1891,5,67648.0
1892,2,67648.0
1893,6,67648.0
1894,5,67648.0
1895,7,67648.0
1896,2,67648.0
1897,7,67648.0
1898,3,67648.0
1899,4,67648.0
1900,6,67648.0
1901,2,67648.0
1902,6,67648.0
1903,5,67648.0
1904,5,67648.0
1905,3,67648.0
1906,3,67648.0
1907,5,67648.0
1908,7,67648.0
1909,3,67648.0
1910,3,67648.0
1911,5,67648.0
1912,1,67648.0
1913,3,67648.0
1914,4,67648.0
1915,8,67648.0
1916,1,67648.0
1917,8,67648.0
1918,8,67648.0
1919,1,67648.0
1920,3,67648.0
1921,5,67648.0
1922,4,67648.0
1923,6,67648.0
1924,2,67648.0
1925,6,67648.0
1926,1,67648.0
1927,7,67648.0
1928,5,67648.0
1929,5,67648.0
1930,7,67648.0
1931,2,67648.0
1932,4,67648.0
1933,3,67648.0
1934,4,67648.0
1935,7,67648.0
1936,5,67648.0
1937,5,67648.0
1938,4,67648.0
1939,5,67648.0
1940,7,67648.0
1941,1,67648.0
1942,4,67648.0
1943,1,67648.0
1944,1,67648.0
1945,6,67648.0
1946,2,67648.0
1947,4,67648.0
1948,6,67648.0
1949,7,67648.0
1950,4,67648.0
1951,5,67648.0
1952,5,67648.0
1953,6,67648.0
1954,4,67648.0
1955,5,67648.0
1956,1,67648.0
1957,4,67648.0
1958,5,67648.0
1959,6,67648.0
1960,5,67648.0
1961,5,67648.0
1962,7,67648.0
1963,2,67648.0
1964,6,67648.0
1965,6,67648.0
1966,2,67648.0
1967,4,67648.0
1968,6,67648.0
1969,4,67648.0
1970,2,67648.0
1971,4,67648.0
1972,2,67648.0
1973,1,67648.0
1974,3,67648.0
1975,2,67648.0
1976,3,67648.0
1977,6,67648.0
1978,4,67648.0
1979,5,67648.0
1980,4,67648.0
1981,3,67648.0
1982,3,67648.0
1983,2,67648.0
1984,6,67648.0
1985,2,67648.0
1986,4,67648.0
1987,5,67648.0
1988,2,67648.0
1989,6,67648.0
1990,5,67648.0
1991,4,67648.0
1992,6,67648.0
1993,4,67648.0
1994,2,67648.0
1995,2,67648.0
1996,6,67648.0
1997,3,67648.0
1998,3,67648.0
1999,4,67648.0
2000,2,67648.0
