加工物料序号, 加工CNC序号, 开始时间, 结束时间, 耗时
26, 1, 29017,30664, 1647
28, 4, 29111,30499, 1388
33, 2, 30019,30865, 846
1, 3, 30142,30564, 422
15, 4, 30499,31298, 799
18, 3, 30564,31881, 1317
34, 1, 30664,31769, 1105
9, 2, 30865,31357, 492
24, 4, 31298,32379, 1081
19, 2, 31357,32203, 846
8, 1, 31769,32191, 422
6, 3, 31881,34046, 2165
5, 1, 32191,33838, 1647
8, 2, 32203,32625, 422
21, 4, 32379,35110, 2731
16, 2, 32625,33117, 492
3, 2, 33117,33680, 563
4, 2, 33680,34361, 681
20, 1, 33838,34943, 1105
3, 3, 34046,34609, 563
32, 2, 34361,35042, 681
9, 3, 34609,35101, 492
13, 1, 34943,37108, 2165
11, 2, 35042,35723, 681
24, 3, 35101,36182, 1081
10, 4, 35110,36191, 1081
31, 2, 35723,36804, 1081
21, 3, 36182,38913, 2731
3, 4, 36191,36754, 563
12, 4, 36754,37600, 846
20, 2, 36804,37909, 1105
27, 1, 37108,38213, 1105
3, 4, 37600,38681, 1081
34, 2, 37909,39014, 1105
31, 1, 38213,39294, 1081
35, 4, 38681,41412, 2731
2, 3, 38913,39405, 492
6, 2, 39014,41179, 2165
10, 3, 39405,40486, 1081
16, 3, 40486,40978, 492
34, 3, 40978,42083, 1105
6, 1, 41179,43344, 2165
17, 2, 41179,41742, 563
16, 4, 41412,41904, 492
24, 2, 41742,42823, 1081
9, 4, 41904,42396, 492
19, 3, 42083,42929, 846
34, 4, 42396,43501, 1105
27, 2, 42823,43928, 1105
8, 3, 42929,43351, 422
24, 1, 43344,44425, 1081
4, 3, 43351,44032, 681
12, 4, 43501,45148, 1647
18, 2, 43928,45245, 1317
35, 3, 44032,46763, 2731
14, 4, 45148,46536, 1388
18, 1, 45245,46562, 1317
21, 2, 45245,47976, 2731
4, 4, 46536,47217, 681
32, 3, 46763,47444, 681
19, 4, 47217,48063, 846
11, 3, 47444,48125, 681
10, 2, 47976,49057, 1081
21, 1, 47976,50707, 2731
8, 4, 48063,48485, 422
3, 3, 48125,49206, 1081
14, 4, 48485,51216, 2731
35, 2, 49057,51788, 2731
27, 3, 49206,50311, 1105
20, 3, 50311,51416, 1105
10, 1, 50707,51788, 1081
2, 4, 51216,51708, 492
23, 3, 51416,51908, 492
16, 4, 51708,52648, 940
3, 2, 51788,52869, 1081
35, 1, 51788,54519, 2731
12, 3, 51908,53555, 1647
11, 4, 52648,53329, 681
1, 4, 53329,53751, 422
12, 2, 53555,55202, 1647
33, 3, 53555,54401, 846
28, 4, 53751,56482, 2731
16, 3, 54401,55341, 940
3, 1, 54519,55600, 1081
14, 3, 55341,58072, 2731
16, 2, 55341,56281, 940
12, 1, 55600,57247, 1647
2, 4, 56482,57422, 940
16, 1, 57247,58187, 940
25, 4, 57422,58103, 681
14, 2, 58072,60803, 2731
15, 3, 58072,58871, 799
8, 4, 58103,58902, 799
28, 3, 58871,61602, 2731
20, 4, 58902,60007, 1105
27, 4, 60007,61112, 1105
14, 1, 60803,63534, 2731
15, 2, 60803,61602, 799
25, 4, 61112,62429, 1317
2, 3, 61602,62542, 940
28, 2, 61602,64333, 2731
27, 4, 62429,64594, 2165
17, 3, 62542,63105, 563
25, 3, 63105,64422, 1317
15, 1, 63534,64333, 799
2, 2, 64333,65273, 940
28, 1, 64333,67064, 2731
8, 3, 64422,65221, 799
4, 4, 64594,65911, 1317
27, 3, 65221,67386, 2165
8, 2, 65273,66072, 799
34, 4, 65911,68076, 2165
25, 2, 66072,67389, 1317
8, 1, 67064,67863, 799
4, 3, 67386,68703, 1317
27, 2, 67389,69554, 2165
2, 1, 67863,68803, 940
1, 4, 68076,68875, 799
34, 3, 68703,70868, 2165
25, 1, 68803,70120, 1317
33, 4, 68875,69721, 846
4, 2, 69554,70871, 1317
23, 4, 69721,70213, 492
27, 1, 70120,72285, 2165
17, 4, 70213,70776, 563
33, 4, 70776,72423, 1647
1, 3, 70868,71667, 799
34, 2, 70871,73036, 2165
4, 1, 72285,73602, 1317
17, 4, 72423,73504, 1081
33, 3, 72423,74070, 1647
1, 2, 73036,73835, 799
32, 4, 73504,74185, 681
34, 1, 73602,75767, 2165
17, 3, 74070,75151, 1081
33, 2, 74070,75717, 1647
23, 4, 74185,75125, 940
11, 4, 75125,76442, 1317
23, 3, 75151,76091, 940
17, 2, 75717,76798, 1081
33, 1, 75767,77414, 1647
11, 3, 76442,77759, 1317
19, 4, 76442,78089, 1647
23, 2, 76798,77738, 940
1, 1, 77414,78213, 799
11, 2, 77759,79076, 1317
19, 3, 78089,79736, 1647
32, 4, 78089,79406, 1317
17, 1, 78213,79294, 1081
23, 1, 79294,80234, 940
9, 4, 79406,80346, 940
19, 2, 79736,81383, 1647
32, 3, 79736,81053, 1317
11, 1, 80234,81551, 1317
20, 4, 80346,82511, 2165
9, 3, 81053,81993, 940
32, 2, 81383,82700, 1317
19, 1, 81551,83198, 1647
20, 3, 82511,84676, 2165
9, 2, 82700,83640, 940
32, 1, 83198,84515, 1317
9, 1, 84515,85455, 940
20, 2, 84676,86841, 2165
20, 1, 86841,89006, 2165
