加工物料序号, 加工CNC序号, 开始时间, 结束时间, 耗时
19, 2, 39022,40299, 1277
1, 4, 39372,39997, 625
22, 3, 38936,39561, 625
18, 1, 37192,38215, 1023
7, 3, 39561,41672, 2111
31, 1, 38215,39057, 842
28, 1, 39057,41168, 2111
33, 2, 40299,41576, 1277
19, 1, 41168,42445, 1277
6, 4, 39997,40857, 860
32, 3, 41672,42695, 1023
7, 2, 41672,43783, 2111
22, 2, 43783,44408, 625
9, 4, 40857,41590, 733
10, 1, 42445,43287, 842
32, 2, 44408,45431, 1023
34, 4, 41590,43266, 1676
33, 1, 43287,44564, 1277
8, 3, 42695,43030, 335
13, 4, 43266,44942, 1676
16, 4, 44942,45331, 389
9, 3, 43030,43763, 733
7, 1, 44564,46675, 2111
1, 3, 43763,44388, 625
3, 3, 44388,44831, 443
1, 2, 45431,46056, 625
9, 2, 46056,46789, 733
34, 3, 44831,46507, 1676
32, 1, 46675,47698, 1023
9, 1, 47698,48431, 733
34, 2, 46789,48465, 1676
13, 3, 46507,48183, 1676
14, 4, 45331,47442, 2111
1, 1, 48431,49056, 625
34, 1, 49056,50732, 1676
13, 2, 48465,50141, 1676
16, 4, 47442,48175, 733
27, 3, 48183,49043, 860
14, 3, 49043,51154, 2111
26, 4, 48175,49452, 1277
13, 1, 50732,52408, 1676
21, 4, 49452,50530, 1078
21, 4, 50530,52641, 2111
27, 4, 52641,53501, 860
14, 2, 51154,53265, 2111
3, 4, 53501,53944, 443
26, 3, 51154,52431, 1277
16, 3, 52431,53164, 733
22, 1, 52408,53033, 625
27, 4, 53944,55620, 1676
21, 3, 53164,55275, 2111
16, 2, 53265,53998, 733
24, 4, 55620,56063, 443
14, 1, 53265,55376, 2111
16, 1, 55376,56109, 733
24, 4, 56063,56905, 842
26, 2, 53998,55275, 1277
15, 3, 55275,55610, 335
11, 3, 55610,56144, 534
27, 3, 56144,57820, 1676
26, 1, 56109,57386, 1277
21, 2, 55275,57386, 2111
27, 2, 57820,59496, 1676
6, 4, 56905,58581, 1676
8, 4, 58581,58916, 335
24, 3, 57820,58662, 842
21, 1, 57386,59497, 2111
17, 4, 58916,59359, 443
15, 4, 59359,59694, 335
6, 3, 58662,60338, 1676
11, 4, 59694,60228, 534
8, 4, 60228,60853, 625
24, 2, 59496,60338, 842
6, 2, 60338,62014, 1676
8, 3, 60853,61478, 625
17, 4, 60853,61695, 842
17, 3, 61695,62537, 842
11, 4, 61695,62718, 1023
27, 1, 59497,61173, 1676
11, 3, 62718,63741, 1023
17, 2, 62537,63379, 842
3, 4, 62718,63560, 842
24, 1, 61173,62015, 842
15, 4, 63560,64185, 625
8, 2, 63379,64004, 625
15, 3, 64185,64810, 625
11, 2, 64004,65027, 1023
15, 2, 65027,65652, 625
6, 1, 62015,63691, 1676
3, 3, 64810,65652, 842
3, 2, 65652,66494, 842
17, 1, 63691,64533, 842
8, 1, 64533,65158, 625
11, 1, 65158,66181, 1023
15, 1, 66181,66806, 625
3, 1, 66806,67648, 842
